business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
Dashs,"499 W Klein Rd, Buffalo, NY 14221",,, (716) 204-0386,(716) 204-0388,http://www.dashsmarket.com,Regular Hours,,"discover, amex","Dash's Market is a chain of convenience stores located throughout the state of New York in Amherst, Buffalo and Tonawanda, N.Y. The store offers a wide range of fresh cut flowers and premade arrangements, as well as free gift wraps. It carries specialty meats and cheeses imported from around the world. Its seafood department offers salmon, clams and mussels, and shrimps and prawns. The store also offers fresh-baked breads, rolls, pastries, muffins, croissants, cookies and pies. Its PaPa Frank s Sandwich Shoppe provides an assortment of subs, pockets, wraps and specialty bistro-style sandwiches, flat bread pizzas, lahvashs, bruschettas, and home made soups and salads. The store s Butcher Shoppe provides beef, pork, veal and poultry products.",SEO,"Phoenix, AZ"
Cappellino Buick-Gmc-Saab,"5411 Transit Rd, Buffalo, NY 14221",,pbatt@cappellino.net, (716) 689-2900,,http://www.cappellinobuickgmc.com,Regular Hours,,"all major credit cards, discover, master card, visa",,SEO,"Phoenix, AZ"
Future Tire,"1540 Military Rd, Buffalo, NY 14217",,futuretire@gmail.com, (716) 875-5575,(716) 875-5576,http://www.futuretire.net,Regular Hours,,financing available,,SEO,"Phoenix, AZ"
NAPA Auto Parts-Buffalo,"291 Michigan Ave, Buffalo, NY 14203",,, (716) 332-2070,(716) 842-1542,https://www.napaonline.com/stores/ny/buffalo/291-michigan-ave,,,,,SEO,"Phoenix, AZ"
Shop 'n Save,"490 Connecticut St, Buffalo, NY 14213",,, (716) 886-0184,,http://www.shopnsave.com,,,,,SEO,"Phoenix, AZ"
Parts Plus Autostore,"1454 Main St, Buffalo, NY 14209",,, (716) 886-3757,,http://www.partsplusautostore.com,,,,,SEO,"Phoenix, AZ"
NAPA Auto Parts,"235 Genesee St, Buffalo, NY 14204",,customersupport@napaonline.com, (716) 332-2070,(716) 332-2068,http://www.napaonline.com,Regular Hours,,,,SEO,"Phoenix, AZ"
Iacquire,"11811 N Tatum Blvd Ste 3083, Phoenix, AZ 85028",,info@iacquire.com, (602) 953-8500,,http://www.iacquire.com,Regular Hours,,,,SEO,"Phoenix, AZ"
RJD Creative,"11811 N Tatum Blvd, Phoenix, AZ 85028",,bob@rjdcreative.com, (602) 712-9020,,http://rjdcreative.com,,,,,SEO,"Phoenix, AZ"
Town Square Marketing,"4568 E Cactus Rd, Phoenix, AZ 85032",,, (602) 888-1535,(602) 888-1535,http://townsquaremarketing.com,Regular Hours,,"visa, master card, discover, debit, check, paypal, cash",,SEO,"Phoenix, AZ"
Ingold Law,"5555 Main St, Buffalo, NY 14221",,, (716) 932-7447,,,Regular Hours,,,"We focus our elder law practice on addressing the care, well-being, and challenges facing seniors. Whether you need long range planning or immediate crisis planning, we can provide you with the services you need to ensure that all of your affairs are in order.",SEO,"Phoenix, AZ"
Towne Automotive Group,"8215 Main St, Buffalo, NY 14221",,tmann@towneauto.com, (716) 505-2105,(716) 504-6464,http://www.townebmw.com,Regular Hours,,financing available,,SEO,"Phoenix, AZ"
Phoenix SEO Company,"4568 E Cactus Rd # M110, Phoenix, AZ 85032",,deacon@phoenixseoco.com, (480) 567-2637,(602) 427-2337,http://www.phoenixseoco.com,Regular Hours,,,,SEO,"Phoenix, AZ"
Price Rite,"250 Elmwood Ave, Buffalo, NY 14222",Stuyvesant Plz,, (716) 881-0529,(716) 887-8316,http://priceritesupermarkets.com,Regular Hours,,"all major credit cards, master card, visa",,SEO,"Phoenix, AZ"
Holiday Nut,"3218 E Bell Rd # 168, Phoenix, AZ 85032",,, (530) 776-9298,,http://www.holidaynut.com,,,,,SEO,"Phoenix, AZ"
Truth Reveals All,"16815 N 29th St, Phoenix, AZ 85032",,, (623) 500-7306,,,,,,,SEO,"Phoenix, AZ"
Red Drop Digital,"3317 E Bell Rd Ste 101293, Phoenix, AZ 85032",Plaza De Campana,michael@reddropdigital.com, (630) 803-9432,,http://www.reddropdigital.com,Regular Hours,,,,SEO,"Phoenix, AZ"
Cyber Controller,"18402 N 19th Ave # 315, Phoenix, AZ 85023",,webmaster@cybercontroller.com, (623) 255-4088,,http://cybercontroller.com,Regular Hours,,"debit, check, paypal, cash, all major credit cards",,SEO,"Phoenix, AZ"
10 Day Publicity,"14040 N Cave Creek Rd Ste 310, Phoenix, AZ 85022",,troy@10daymedia.com, (480) 584-2909,,http://10daymedia.com,Regular Hours,,,,SEO,"Phoenix, AZ"
SweetWorks Confections,"3500 Genesee St, Buffalo, NY 14225",,bdelellis@sweetworks.net, (716) 634-0880,(716) 204-0350,,Regular Hours,,,"Founded in 1956, SweetWorks, formerly known as Niagara Chocolates, is a family-owned and operated candy manufacturer that serves throughout the country and worldwide. The company manufactures, sells and distributes chocolates, candies and gums in the North American and worldwide confectionery market. It serves retailers with confectionery products. SweetWorks also offers pressed candies in sweet and sour flavors in a variety of colors, shapes and sizes. The company serves single-wrapped gums and gumballs in bulk, boxed, peg bags and tubs. SweetWorks products can be purchased through retail and online stores, as well as at the movies. Its brands include Bubble King, Sixlets, Ovation, Florida Tropic, Oak Leaf and Niagara Chocolates.",SEO,"Phoenix, AZ"
Foodland,"1105 Broadway St Ste 1, Buffalo, NY 14212",,, (716) 240-9204,,http://www.foodland.com,,,,,SEO,"Phoenix, AZ"
Meetingsteward.com,"4524 E Danbury Rd, Phoenix, AZ 85032",,, (877) 323-6338,,http://www.meetingsteward.com,,,,,SEO,"Phoenix, AZ"
Spiritnet,"17840 N 19th Way, Phoenix, AZ 85022",,, (480) 447-4562,(480) 738-3786,http://www.google.com/+spiritnetPhoenix,Regular Hours,,,,SEO,"Phoenix, AZ"
SEO Training Service,"18444 N 25th Ave Ste 420-64, Phoenix, AZ 85023",,support@seotrainingservice.com, (623) 282-1736,(623) 282-1736,http://www.seotrainingservice.com,Regular Hours,,"debit, paypal, cash, all major credit cards",,SEO,"Phoenix, AZ"
1 Phoenix Seo,"20435 N 7th St Apt 1054, Phoenix, AZ 85024",,bradleybarks@gmail.com, (480) 401-5445,,https://www.1phoenixseo.com,Regular Hours,,,,SEO,"Phoenix, AZ"
Find Lawyers Online,"20036 N 17th Dr, Phoenix, AZ 85027",,, (480) 204-5429,,http://www.findlawyersonline.net,,,,,SEO,"Phoenix, AZ"
Total Automotive,"2125 Eggert Rd, Buffalo, NY 14226",,toms@totalautomotivewny.com, (716) 834-2296,,http://www.totalautowny.com,Regular Hours,,"visa, master card, amex, discover, debit, check, cash",,SEO,"Newark, NJ"
Built Web Design,"N Phoenix, Phoenix, AZ 85027",,, (602) 643-9327,,http://www.builtwebdesign.com,Regular Hours,,"all major credit cards, debit, financing available, paypal",,SEO,"Newark, NJ"
"HubHuman, LLC","2020 W Adobe Dr, Phoenix, AZ 85027",,, (480) 471-9000,,http://hubhuman.com,,,,,SEO,"Newark, NJ"
AZ Website Solutions,"22226 N 23rd Ave Ste 1A, Phoenix, AZ 85027",,, (602) 810-1121,,http://www.azwebsitesolutions.com,Regular Hours,,all major credit cards,,SEO,"Newark, NJ"
PIQTU Multimedia,"3230 W Melinda Ln, Phoenix, AZ 85027",,, (480) 221-4737,,http://www.piqtu.com,Regular Hours,,"financing available, paypal, cash, debit, check, all major credit cards",,SEO,"Newark, NJ"
Big Red Beard Creative,"30 W. Sequoia Dr., Phoenix, AZ 85027",,, (907) 250-5626,,http://bigredbeard.com,Regular Hours,,,,SEO,"Newark, NJ"
CyberMark of Arizona,"2222 W Parkside Ln Ste 116, Phoenix, AZ 85027",,info@cybermark.com, (623) 889-3380,(800) 893-6204,http://www.phoenixinternetmarketing.com,Regular Hours,,"amex, discover, master card, visa, check",,SEO,"Newark, NJ"
First SEO Agency,"4427 W Hower Rd, Phoenix, AZ 85086",,, (480) 359-5349,,http://firstseoagency.com,Regular Hours,,,,SEO,"Newark, NJ"
E-Smartz E-Marketing,"28113 N 16th Ave, Phoenix, AZ 85085",,info@e-smartz.us, (402) 850-3778,,http://www.e-smartz.us,Regular Hours,,"paypal, check",,SEO,"Newark, NJ"
Zuma Products,"15402 N 28th St Unit 234, Phoenix, AZ 85032",,support@zumaproducts.com, (602) 367-5775,(602) 367-5775,,Regular Hours,,"paypal, all major credit cards",,SEO,"Newark, NJ"
tvkevin productions,"Phoenix, AZ 85013",,kevin@tvkevin.com, (602) 235-0584,,http://www.tvkevin.com,Regular Hours,,"check, visa, master card","tvkevin productions provides video solutions for a wide variety of organizations with a concentrationon bizshortz: high-quality, low-cost web videos that help companies find the right audience using YouTube, Google, Yahoo, Twitter, Facebook, Bing and other online video providers.",SEO,"Newark, NJ"
Swip Swap,"3120 W Carefree Hwy Ste 1-1, Phoenix, AZ 85086",,iswipswapdotcome@gmail.com, (616) 402-0025,,,Regular Hours,,discover,,SEO,"Newark, NJ"
Boring B. Local Marketing,"Phoenix, AZ 85044",,, (480) 648-9798,,http://www.boringblocalmarketing.com,Regular Hours,,"financing available, company card, paypal, check, all major credit cards, discover, amex, visa, carte blanche, diners club, jcb, master card",92% of all local internet searches result in a local sale!,SEO,"Newark, NJ"
Cybermark Internation,"2222 W Parkside Ln Ste 116, Phoenix, AZ 85027",,info@cybermark.com, (623) 889-3380,,http://www.cybermark.com,Regular Hours,,,,SEO,"Newark, NJ"
Blue Ocean Global Technology,"70 Pine St Apt 1324, New York, NY 10005",,info@blueoceanglobaltech.com, (202) 276-7589,,https://www.blueoceanglobaltech.com,Regular Hours,,,,SEO,"Newark, NJ"
Local Advertisment Towing,"100 Maiden Ln, New York, NY 10005",,, (646) 396-5287,,,,,,,SEO,"Newark, NJ"
Silver Partners,"100 Wall St, New York, NY 10005",,, (212) 968-8720,,http://silverlake.com,,,,,SEO,"Newark, NJ"
Dossierc,"77 Water Street, 8th Floor,, New York, NY 10005",,dossierc123@gmail.com, (646) 257-3448,,http://dossierc.com,,,,,SEO,"Newark, NJ"
Delve Partners,"379 W Broadway, New York, NY 10012",,greg.sobiech@delvepartners.com, (917) 648-0228,(646) 866-7914,http://www.delvepartners.com,Regular Hours,,,,SEO,"Newark, NJ"
Brigade Marketing LLC,"548 W 28th St Ste 332, New York, NY 10001",,, (917) 551-5852,,http://www.brigademarketing.com,,,,,SEO,"Newark, NJ"
AZ SEO Marketing,"2222 W Parkside Ln, Phoenix, AZ 85027",,info@azseomarketing.com, (623) 688-8736,,,Regular Hours,,"check, master card, paypal, visa",,SEO,"Newark, NJ"
Spiralfrog,"14 Penn Plz, New York, NY 10122",,, (917) 338-4609,,http://www.spiralfrog.com,,,,,SEO,"Newark, NJ"
Www.gransar.net,"208 W 15th St, New York, NY 10011",,, (646) 406-9875,,http://www.brushdance.org,,,,,SEO,"Newark, NJ"
Crush & Lovely,"150 Spring St, New York, NY 10012",,, (646) 370-5427,(646) 863-4688,http://www.crushlovely.com,Regular Hours,,,,SEO,"Newark, NJ"
Wildnet Technologies Pvt. Ltd.,"82 Pine St, New York, NY 10005",,, (212) 901-8616,,http://www.wildnettechnologies.com,,,,,SEO,"Newark, NJ"
Greenbuildingevents.com,"394 Broadway, New York, NY 10013",,, (646) 924-9146,,,,,,,SEO,"Newark, NJ"
Njdriver.Com,"30 North Ave W, Cranford, NJ 07016",,, (908) 931-9030,(908) 931-9040,http://www.njdriver.com,Regular Hours,,,,SEO,"Newark, NJ"
Genevive.com,"511 W 33rd St, New York, NY 10001",,, (215) 868-9407,,http://genevive.com,,,,,SEO,"Newark, NJ"
Wiki.com,"33 Howard St, New York, NY 10013",,, (917) 838-7846,,http://www.wiki.com,,,,,SEO,"Newark, NJ"
Coriolis Ventures,"160 Mercer St, New York, NY 10012",,contact@coriolisventures.com, (212) 966-2064,,http://coriolisventures.com,,,,,SEO,"Newark, NJ"
Golfjobs.com,"458 Avenue Of The Americas, New York, NY 10011",,, (365) 329-9327,,http://golfjobs.com,,,cash,,SEO,"Newark, NJ"
Integrity Lead Group,"5405 W Baseline Rd, Phoenix, AZ 85339",,rasulmessenger@gmail.com, (480) 382-0184,,http://www.integrityleadgroup.com,,,,,Data Management,"Newark, NJ"
Newyorkersmiles.com,"2 5th Ave, New York, NY 10011",,, (212) 598-1008,,http://newyorkersmiles.com,,,"amex, cash, discover, master card, visa",,Data Management,"Newark, NJ"
Postcard.com,"73 Spring St, New York, NY 10012",,, (212) 925-2420,,http://postcard.com,,,,,Data Management,"Newark, NJ"
Swan Marketing,"New York, NY 10113",,, (201) 209-9414,,,,,,"Swan Marketing specializes in marketing consulting and publicity services for the Entertainment Industry and Emerging Businesses. With service offerings intertwined in music, technology, and new business, Swan Marketing provides consulting in the areas of interactive and direct marketing, marketing",Data Management,"Newark, NJ"
Gowebbaby,"140 Broadway, Manhattan, NY 10005","140 Broadway, Manhattan, NY,10005",sales@gowebbaby.com, (718) 717-8666,,https://www.gowebbaby.com,Regular Hours,,"mastercard, paypal, visa, discover, all major credit cards, check, amex, carte blanche, jcb, diners club, company card","Gowebbaby is a Full Service Digital E-Consulting & E-Business Solution Provider. We have offices in Manhattan, Newyork, USA & Indore, MP India and a team of 80+ in-house web experts working in cutting edge Web Technology & Cloud Computing. We are recognized Amazon Webstore Implementation Partner by Amazon.Com.",Data Management,"Newark, NJ"
Above & Beyond Inc,"26 Park St Ste 2000, Montclair, NJ 07042",Located in the Technopulp Building on Park Street.,info@virtualofficestaff.com, (973) 783-7900,(973) 744-0818,http://www.virtualofficestaff.com,Regular Hours,,"amex, check, debit, mastercard, visa","Above and Beyond provides Administrative help on long or short term projects, staff to help manage and execute meetings and conferences, professional, friendly voices to answer the phone, clean & furnished offices and meeting spaces for rent, part of full time bookkeeping services, and virtual office programs such as mail forwarding, a live receptionist to greet visitors and a physical address with private suite number.",Data Management,"Newark, NJ"
